year_edition,rider_name,team,bib_number,nationality,birthdate,height,weight,speciality_one_day_races,speciality_gc,speciality_time_trial,speciality_sprint,speciality_climber,speciality_hills,age,bmi,name_clean,rank,nat_AR,nat_AT,nat_AU,nat_BE,nat_CA,nat_CH,nat_CO,nat_CZ,nat_DE,nat_DK,nat_EE,nat_ER,nat_ES,nat_FR,nat_GB,nat_HR,nat_IE,nat_IT,nat_KZ,nat_LT,nat_LU,nat_LV,nat_NL,nat_NO,nat_NZ,nat_Other,nat_PL,nat_PT,nat_RU,nat_SI,nat_SK,nat_US,nat_ZA,climber_cat,speciality_climber_cat,speciality_gc_cat,speciality_sprint_cat,speciality_time_trial_cat,speciality_one_day_races_cat,speciality_hills_cat,speciality_gc_cat_num,speciality_climber_cat_num,speciality_time_trial_cat_num,age_group,age_group_adj,rank_group
2016,CARUSO Damiano,BMC Racing Team (WT),94,IT,1987-10-12,1.79,67.0,840,4788,1314,70,4552,1697,28,20.91070815517618,damiano caruso,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,High,High,Medium,High,Medium,High,2,2,2,"(25, 30]","(25, 30]",Below 10
2016,DENNIS Rohan,BMC Racing Team (WT),95,AU,1990-5-28,1.82,72.0,50,2793,6342,26,962,1256,26,21.736505252988767,rohan dennis,96.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,High,Low,High,Low,Medium,2,1,2,"(25, 30]","(25, 30]",Below 10
2016,MOINARD Amaël,BMC Racing Team (WT),96,FR,1982-2-2,1.8,69.0,360,1396,133,0,597,212,34,21.29629629629629,amael moinard,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Medium,Low,Low,Low,Low,1,1,0,"(30, 35]","(30, 35]",Below 10
2016,SCHÄR Michael,BMC Racing Team (WT),97,CH,1986-9-29,1.98,78.0,802,971,154,18,116,180,29,19.89592898683808,michael schar,119.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Medium,Low,Low,Medium,Low,1,0,0,"(25, 30]","(25, 30]",Below 10
2016,CAVENDISH Mark,Team Dimension Data (WT),101,GB,1985-5-21,1.75,70.0,3067,1502,712,6826,79,2065,31,22.857142857142858,mark cavendish,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Medium,High,Medium,High,High,1,0,1,"(30, 35]","(30, 35]",Below 10
2016,BERHANE Natnael,Team Dimension Data (WT),102,ER,1991-1-5,1.82,66.0,723,920,219,126,266,232,25,19.925129815239703,natnael berhane,125.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Medium,Medium,Medium,Low,Low,1,1,1,"(20, 25]","(20, 25]",Below 10
2016,EISEL Bernhard,Team Dimension Data (WT),105,AT,1981-2-17,1.83,74.0,2277,1126,268,684,102,541,35,22.096807907073963,bernhard eisel,128.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Medium,High,Medium,High,Medium,1,0,1,"(30, 35]","(30, 35]",Below 10
2016,EISEL Bernhard,Team Dimension Data (WT),105,AT,1981-2-17,1.83,74.0,2277,1126,268,684,102,541,35,22.096807907073963,bernhard eisel,174.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Medium,High,Medium,High,Medium,1,0,1,"(30, 35]","(30, 35]",Below 10
2016,PAUWELS Serge,Team Dimension Data (WT),107,BE,1983-11-21,1.77,65.0,472,1317,49,0,1331,494,32,20.747550193111813,serge pauwels,56.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Medium,Medium,Low,Low,Low,Medium,1,1,0,"(30, 35]","(30, 35]",Below 10
2016,RENSHAW Mark,Team Dimension Data (WT),108,AU,1982-10-22,1.79,74.0,1363,555,301,896,14,155,33,23.095409007209515,mark renshaw,127.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,High,Medium,Medium,Low,0,0,1,"(30, 35]","(30, 35]",Below 10
2016,TEKLEHAIMANOT Daniel,Team Dimension Data (WT),109,ER,1988-11-10,1.88,70.0,510,431,651,10,158,82,27,19.80534178361249,daniel teklehaimanot,124.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Medium,Low,Low,0,0,1,"(25, 30]","(25, 30]",Below 10
2016,BARGUIL Warren,Team Giant - Alpecin (WT),111,FR,1991-10-28,1.83,61.0,2731,3000,100,278,3917,1970,24,18.21493624772313,warren barguil,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,High,High,High,Low,High,High,2,2,0,"(20, 25]","(20, 25]",Below 10
2016,CURVERS Roy,Team Giant - Alpecin (WT),112,NL,1979-12-27,1.88,73.0,1253,361,0,20,32,54,36,20.65414214576732,roy curvers,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Medium,Low,0,0,0,"(35, 40]","(35, 45]",Below 10
2016,DEGENKOLB John,Team Giant - Alpecin (WT),113,DE,1989-1-7,1.8,82.0,6464,1231,297,3248,315,3315,27,25.30864197530864,john degenkolb,82.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Medium,High,Medium,High,High,1,1,1,"(25, 30]","(25, 30]",Below 10
2016,DUMOULIN Tom,Team Giant - Alpecin (WT),114,NL,1990-11-11,1.85,69.0,1147,4404,6256,100,3163,2211,25,20.16070124178232,tom dumoulin,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium,High,High,Medium,High,Medium,High,2,2,2,"(20, 25]","(20, 25]",Below 10
2016,PREIDLER Georg,Team Giant - Alpecin (WT),116,AT,1990-6-17,1.9,68.0,318,408,401,16,374,579,26,18.83656509695291,georg preidler,51.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Low,Low,Medium,Low,Medium,0,1,1,"(25, 30]","(25, 30]",Below 10
2016,TIMMER Albert,Team Giant - Alpecin (WT),119,NL,1985-6-13,1.86,77.0,165,472,134,33,62,4,31,22.25690831309978,albert timmer,161.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,0,0,0,"(30, 35]","(30, 35]",Below 10
2016,MORABITO Steve,FDJ (WT),124,CH,1983-1-30,1.86,74.0,365,1525,604,4,563,292,33,21.389756041160823,steve morabito,40.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Medium,Low,Medium,Low,Low,1,1,1,"(30, 35]","(30, 35]",Below 10
2016,REICHENBACH Sébastien,FDJ (WT),126,CH,1989-5-28,1.78,64.0,768,2042,123,0,1826,372,27,20.199469763918696,sebastien reichenbach,14.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,High,High,Low,Low,Medium,Low,2,2,0,"(25, 30]","(25, 30]",Below 10
2016,BUCHMANN Emanuel,Bora - Argon 18 (PCT),131,DE,1992-11-18,1.8,59.0,816,3249,233,80,2960,840,23,18.20987654320988,emanuel buchmann,21.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,High,High,Medium,Medium,Medium,Medium,2,2,1,"(20, 25]","(20, 25]",Below 10
2016,ARCHBOLD Shane,Bora - Argon 18 (PCT),132,NZ,1989-2-2,1.82,79.0,299,151,63,131,60,148,27,23.849776597029344,shane archbold,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low,Low,Low,Medium,Low,Low,Low,0,0,0,"(25, 30]","(25, 30]",Below 10
2016,BÁRTA Jan,Bora - Argon 18 (PCT),133,CZ,1984-12-7,1.84,75.0,374,1491,2605,60,288,167,31,22.152646502835537,jan barta,132.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Medium,Medium,High,Low,Low,1,1,2,"(30, 35]","(30, 35]",Below 10
2016,BENEDETTI Cesare,Bora - Argon 18 (PCT),134,IT,1987-8-3,1.7,63.0,406,498,3,16,254,172,28,21.79930795847751,cesare benedetti,114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Low,Low,Low,Low,Low,0,1,0,"(25, 30]","(25, 30]",Below 10
2016,BENNETT Sam,Bora - Argon 18 (PCT),135,IE,1990-10-16,1.78,73.0,2662,556,135,4424,130,1900,25,23.04002019946976,sam bennett,171.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,High,Low,High,High,0,0,0,"(20, 25]","(20, 25]",Below 10
2016,BENNETT Sam,Bora - Argon 18 (PCT),135,IE,1990-10-16,1.78,73.0,2662,556,135,4424,130,1900,25,23.04002019946976,sam bennett,175.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,High,Low,High,High,0,0,0,"(20, 25]","(20, 25]",Below 10
2016,HUZARSKI Bartosz,Bora - Argon 18 (PCT),136,PL,1980-10-27,1.83,69.0,224,1061,571,6,386,100,35,20.603780345785182,bartosz huzarski,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low,Medium,Medium,Low,Medium,Low,Low,1,1,1,"(30, 35]","(30, 35]",Below 10
2016,KONRAD Patrick,Bora - Argon 18 (PCT),137,AT,1991-10-13,1.81,64.0,1499,2667,458,88,2686,1666,24,19.53542321662953,patrick konrad,44.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,High,High,Medium,Medium,Medium,High,2,2,1,"(20, 25]","(20, 25]",Below 10
2016,SCHILLINGER Andreas,Bora - Argon 18 (PCT),138,DE,1983-7-13,1.88,72.0,524,307,37,7,52,35,32,20.37120869171571,andreas schillinger,115.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,0,0,0,"(30, 35]","(30, 35]",Below 10
2016,VOß Paul,Bora - Argon 18 (PCT),139,DE,1986-3-26,1.78,66.0,524,513,217,30,148,330,30,20.83070319404116,paul voß,116.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Medium,Low,Low,0,0,1,"(25, 30]","(25, 30]",Below 10
2016,RODRÍGUEZ Joaquim,Team Katusha  (WT),141,ES,1979-5-12,1.69,58.0,5300,7630,1382,62,9164,2734,37,20.307412205454995,joaquim rodriguez,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,High,High,Medium,High,High,High,2,2,2,"(35, 40]","(35, 45]",Top 10
2016,KRISTOFF Alexander,Team Katusha  (WT),144,NO,1987-7-5,1.83,78.0,11319,2254,301,10136,480,5284,28,23.291229956104985,alexander kristoff,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Low,Medium,High,High,Medium,High,High,2,1,1,"(25, 30]","(25, 30]",Below 10
2016,LOSADA Alberto,Team Katusha  (WT),145,ES,1982-2-28,1.8,69.0,240,1094,226,0,378,236,34,21.29629629629629,alberto losada,61.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Medium,Low,Medium,Low,Low,1,1,1,"(30, 35]","(30, 35]",Below 10
2016,MØRKØV Michael,Team Katusha  (WT),146,DK,1985-4-30,1.83,71.0,1239,978,366,711,143,518,31,21.20099137030069,michael mørkøv,158.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Medium,High,Medium,Medium,Medium,1,0,1,"(30, 35]","(30, 35]",Below 10
2016,VICIOSO Ángel,Team Katusha  (WT),148,ES,1977-4-13,1.7,60.0,1824,1763,1320,104,546,668,39,20.761245674740486,angel vicioso,159.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Medium,Medium,High,High,Medium,1,1,2,"(35, 40]","(35, 45]",Below 10
2016,ZAKARIN Ilnur,Team Katusha  (WT),149,RU,1989-9-15,1.87,67.0,416,3286,1200,10,2876,760,26,19.159827275586945,ilnur zakarin,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Medium,High,High,Low,High,Low,Medium,2,2,2,"(25, 30]","(25, 30]",Below 10
2016,COSTA Rui,Lampre - Merida (WT),151,PT,1986-10-5,1.82,69.0,4401,6234,1621,97,5354,2698,29,20.830817534114235,rui costa,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,High,High,Medium,High,High,High,2,2,2,"(25, 30]","(25, 30]",Below 10
2016,ARASHIRO Yukiya,Lampre - Merida (WT),152,JP,1984-9-22,1.7,64.0,1753,1228,270,178,246,413,31,22.145328719723185,yukiya arashiro,111.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,Low,Medium,Medium,Medium,High,Low,1,0,1,"(30, 35]","(30, 35]",Below 10
2016,BONO Matteo,Lampre - Merida (WT),153,IT,1983-11-11,1.71,60.0,284,445,2,0,64,51,32,20.519134092541297,matteo bono,165.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,0,0,0,"(30, 35]","(30, 35]",Below 10
2016,ĐURASEK Kristijan,Lampre - Merida (WT),155,HR,1987-7-26,1.7,56.0,527,585,103,0,482,66,28,19.377162629757787,kristijan đurasek,112.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Low,Low,Low,Low,Low,0,1,0,"(25, 30]","(25, 30]",Below 10
2016,GRMAY Tsgabu,Lampre - Merida (WT),156,ET,1991-8-25,1.75,63.0,281,851,455,2,292,188,24,20.571428571428573,tsgabu grmay,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,Medium,Medium,Low,Medium,Low,Low,1,1,1,"(20, 25]","(20, 25]",Below 10
2016,MEINTJES Louis,Lampre - Merida (WT),157,ZA,1992-2-21,1.73,58.0,669,3277,347,100,3326,484,24,19.37919743392696,louis meintjes,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Medium,High,High,Medium,Medium,Low,Medium,2,2,1,"(20, 25]","(20, 25]",Top 10
2016,POLANC Jan,Lampre - Merida (WT),159,SI,1992-5-6,1.72,62.0,782,1536,404,74,1289,702,24,20.9572742022715,jan polanc,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,"(20, 25]","(20, 25]",Below 10
2016,GREIPEL André,Lotto Soudal (WT),161,DE,1982-7-16,1.84,80.0,4643,1935,529,5032,278,2225,33,23.62948960302457,andre greipel,83.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,High,High,Medium,High,High,2,1,1,"(30, 35]","(30, 35]",Below 10
2016,BAK Lars Ytting,Lotto Soudal (WT),162,DK,1980-1-16,1.9,76.0,1189,2286,963,83,423,362,36,21.05263157894737,lars ytting bak,146.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,High,Medium,High,Medium,Low,2,1,2,"(35, 40]","(35, 45]",Below 10
2016,GALLOPIN Tony,Lotto Soudal (WT),165,FR,1988-5-24,1.81,69.0,3129,2384,1086,161,2265,2392,28,21.06162815542871,tony gallopin,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,High,High,Medium,High,High,High,2,2,2,"(25, 30]","(25, 30]",Below 10
2016,HANSEN Adam,Lotto Soudal (WT),166,AU,1981-5-11,1.85,72.0,308,1228,287,4,376,303,35,21.0372534696859,adam hansen,148.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Medium,Low,Medium,Low,Low,1,1,1,"(30, 35]","(30, 35]",Below 10
2016,SIEBERG Marcel,Lotto Soudal (WT),169,DE,1982-4-30,1.98,80.0,1561,539,353,78,30,152,34,20.40608101214162,marcel sieberg,147.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Medium,Medium,Medium,Low,0,0,1,"(30, 35]","(30, 35]",Below 10
2016,COQUARD Bryan,Direct Energie (PCT),171,FR,1992-4-25,1.71,59.0,3161,1240,289,3304,210,2571,24,20.177148524332274,bryan coquard,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Medium,High,Medium,High,High,1,0,1,"(20, 25]","(20, 25]",Below 10
2016,CHAVANEL Sylvain,Direct Energie (PCT),172,FR,1979-6-30,1.81,73.0,3106,5574,5723,342,1368,1664,37,22.28259210646805,sylvain chavanel,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Medium,High,High,High,High,High,2,1,2,"(35, 40]","(35, 45]",Below 10
2016,DUCHESNE Antoine,Direct Energie (PCT),173,CA,1991-9-12,1.9,75.0,321,276,20,4,7,52,24,20.775623268698062,antoine duchesne,143.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,0,0,0,"(20, 25]","(20, 25]",Below 10
2016,GÈNE Yohann,Direct Energie (PCT),174,FR,1981-6-25,1.75,67.0,329,534,46,204,16,24,35,21.877551020408163,yohann gene,142.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Medium,Low,Low,Low,0,0,0,"(30, 35]","(30, 35]",Below 10
2016,JEANDESBOZ Fabrice,Direct Energie (PCT),175,FR,1984-12-4,1.79,69.0,146,601,116,1,194,78,31,21.53490839861428,fabrice jeandesboz,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,0,0,0,"(30, 35]","(30, 35]",Below 10
2016,PETIT Adrien,Direct Energie (PCT),176,FR,1990-9-26,1.88,80.0,1853,385,365,665,8,141,25,22.634676324128566,adrien petit,141.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,High,Medium,High,Low,0,0,1,"(20, 25]","(20, 25]",Below 10
2016,SICARD Romain,Direct Energie (PCT),177,FR,1988-1-1,1.79,63.0,390,1096,340,4,546,208,28,19.66230766829999,romain sicard,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Medium,Low,Medium,Low,Low,1,1,1,"(25, 30]","(25, 30]",Below 10
2016,TULIK Angélo,Direct Energie (PCT),178,FR,1990-12-2,1.76,64.0,355,224,15,64,52,77,25,20.66115702479339,angelo tulik,144.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Medium,Low,Low,Low,0,0,0,"(20, 25]","(20, 25]",Below 10
2016,VOECKLER Thomas,Direct Energie (PCT),179,FR,1979-6-22,1.74,71.0,3202,3209,566,181,1965,1025,37,23.450918219051392,thomas voeckler,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,High,High,Medium,Medium,High,Medium,2,2,1,"(35, 40]","(35, 45]",Below 10
2016,KITTEL Marcel,Etixx - Quick Step (WT),181,DE,1988-5-11,1.88,82.0,1908,820,833,2994,1,231,28,23.20054323223178,marcel kittel,84.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Medium,High,High,High,Low,1,0,2,"(25, 30]","(25, 30]",Below 10
2016,ALAPHILIPPE Julian,Etixx - Quick Step (WT),182,FR,1992-6-11,1.73,62.0,6670,2738,1430,774,5331,4658,24,20.715693808680545,julian alaphilippe,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,High,High,High,High,High,High,2,2,2,"(20, 25]","(20, 25]",Below 10
2016,KEISSE Iljo,Etixx - Quick Step (WT),183,BE,1982-12-21,1.83,72.0,704,335,101,314,18,7,33,21.49959688255845,iljo keisse,149.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,High,Low,Low,Low,0,0,0,"(30, 35]","(30, 35]",Below 10
2016,MARTIN Tony,Etixx - Quick Step (WT),185,DE,1985-4-23,1.85,75.0,408,3738,10664,165,829,1670,31,21.91380569758948,tony martin,94.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,High,Medium,High,Low,High,2,1,2,"(30, 35]","(30, 35]",Below 10
2016,MARTIN Tony,Etixx - Quick Step (WT),185,DE,1985-4-23,1.85,75.0,408,3738,10664,165,829,1670,31,21.91380569758948,tony martin,152.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,High,Medium,High,Low,High,2,1,2,"(30, 35]","(30, 35]",Below 10
2016,SABATINI Fabio,Etixx - Quick Step (WT),187,IT,1985-2-18,1.87,74.0,506,578,87,284,61,285,31,21.161600274528865,fabio sabatini,169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,High,Low,Low,Low,0,0,0,"(30, 35]","(30, 35]",Below 10
2016,VAKOČ Petr,Etixx - Quick Step (WT),188,CZ,1992-7-11,1.8,68.0,1293,646,185,36,284,658,23,20.98765432098765,petr vakoc,151.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Low,Low,Low,Medium,Medium,0,1,0,"(20, 25]","(20, 25]",Below 10
2016,VERMOTE Julien,Etixx - Quick Step (WT),189,BE,1989-7-26,1.79,74.0,567,674,428,71,52,186,26,23.095409007209515,julien vermote,170.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Medium,Medium,Low,Low,0,0,1,"(25, 30]","(25, 30]",Below 10
2016,NAVARRO Daniel,"Cofidis, Solutions Crédits (PCT)",191,ES,1983-7-18,1.74,60.0,291,2602,254,0,2052,379,32,19.817677368212443,daniel navarro,68.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,High,High,Low,Medium,Low,Low,2,2,1,"(30, 35]","(30, 35]",Below 10
2016,BOŽIČ Borut,"Cofidis, Solutions Crédits (PCT)",192,SI,1980-8-8,1.78,70.0,1829,763,231,478,92,604,35,22.093170054286077,borut bozic,113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low,Low,Low,High,Medium,High,Medium,0,0,1,"(30, 35]","(30, 35]",Below 10
2016,COUSIN Jérôme,"Cofidis, Solutions Crédits (PCT)",193,FR,1989-6-5,1.8,74.0,89,437,49,9,102,90,27,22.839506172839503,jerome cousin,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,0,0,0,"(25, 30]","(25, 30]",Below 10
2016,LAPORTE Christophe,"Cofidis, Solutions Crédits (PCT)",196,FR,1992-12-11,1.91,76.0,4166,950,901,2068,368,1738,23,20.83276225980648,christophe laporte,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Medium,High,High,High,High,1,1,2,"(20, 25]","(20, 25]",Below 10
2016,MATÉ Luis Ángel,"Cofidis, Solutions Crédits (PCT)",198,ES,1984-3-23,1.78,68.0,526,1154,60,3,725,434,32,21.461936624163616,luis angel mate,43.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Medium,Low,Low,Low,Low,1,1,0,"(30, 35]","(30, 35]",Below 10
